gene,n_groups,F,pval,qval
Ccndbp1,2,80.29056407631361,3.664046466911694e-19,5.023107448477215e-19
Lcmt2,2,47.38097980852741,6.110574421209881e-12,7.589892865942678e-12
Adal,2,143.1279807265979,8.165666362950558e-33,1.3286001943374764e-32
Zscan29,2,0.2291245704158714,0.6321816882679013,0.6399473413994907
Tubgcp4,2,403.96779633474483,1.6137993978342794e-88,4.650166622293898e-88
Trp53bp1,2,735.2662672797235,1.3631912298820178e-157,6.467165216391236e-157
Map1a,2,946.174695421272,1.1055371162623905e-200,6.681267769172889e-200
Ppip5k1,2,2266.3696819210536,0.0,0.0
Ckmt1,2,819.2277135942546,7.954189994926564e-175,4.154477168711645e-174
Catsper2,2,287.57316825895407,8.033992794081933e-64,1.8504797067114183e-63
Pdia3,2,262.9271628465669,1.4643143532045907e-58,3.1978728308982964e-58
Serinc4,2,19.78807138361794,8.72331974494926e-06,9.896857193428455e-06
Serf2,2,174.60476672979524,1.30794052074806e-39,2.305692057571187e-39
Hypk,2,219.0623609314462,3.609637380278091e-49,7.141176500698358e-49
Mfap1b,2,83.85021288154265,6.118658629846846e-20,8.478730818814137e-20
Mfap1a,2,240.33397166496547,9.961020299434436e-54,2.0668265619746614e-53
Wdr76,2,275.5128580021397,3.004629940369538e-61,6.736951579431195e-61
Frmd5,2,3541.870896379795,0.0,0.0
Golm2,2,3485.1507807970975,0.0,0.0
Ctdspl2,2,713.7418828005933,3.714457546286168e-153,1.7099313187213913e-152
Eif3j1,2,158.93688262244362,3.1334401292630935e-36,5.318004796041482e-36
Spg11,2,98.63604296466627,3.663145351610802e-23,5.29310428011735e-23
Patl2,2,4.4870991347063685,0.03417033888080481,0.03609542839521635
B2m,2,3.9164542668369817,0.04783651430709718,0.05028483984249979
Sord,2,125.76891083593856,4.683785951244282e-29,7.300471973042753e-29
Shf,2,434.38832240104216,6.187741794303351e-95,1.8942066717255156e-94
Gatm,2,1082.3629746399001,3.6863108538747125e-228,2.5658107351004907e-227
SPATA5L1,2,75.14817471060023,4.8750316707633434e-18,6.587213846628607e-18
Slc30a4,2,224.09349068277064,3.008265196145662e-50,6.021040535014181e-50
Bloc1s6,2,129.6924145493995,6.611989818042373e-30,1.0416575887522501e-29
Sqor,2,270.24871953667144,3.9962710792284457e-60,8.866581171297947e-60
Sema6d,2,4.864472945588359,0.027432455805590887,0.02904689760506332
Slc24a5,2,2423.290691543122,0.0,0.0
Myef2,2,1978.0954758000735,0.0,0.0
