gene,n_groups,F,pval,qval
Slc10a7,2,30.339454090002285,3.705782650137404e-08,4.338103371205317e-08
Lsm6,2,34.549076670051164,4.273330884967286e-09,5.058729999250162e-09
Zfp827,2,931.2702425287051,1.2074938534858462e-196,5.771497714902089e-196
1700011L22Rik,2,69.8981715388668,6.972522115997634e-17,9.027329434208145e-17
Mmaa,2,1646.25566614281,0.0,0.0
Smad1,2,378.65310716322523,5.463316944425653e-83,1.3142145807168066e-82
Otud4,2,942.5992089161152,6.412793563526524e-199,3.10557532145969e-198
Abce1,2,588.7258981639998,7.816509181311785e-127,2.5280823980699834e-126
Anapc10,2,653.207300550213,3.946363553422674e-140,1.3805666368708114e-139
Hhip,2,737.9094147300825,1.7408523768967544e-157,6.78752545573063e-157
Smarca5,2,860.84456962443,1.8672062710715228e-182,8.291641054670011e-182
Gab1,2,4636.964141452489,0.0,0.0
Usp38,2,227.7708817870078,5.697142097104751e-51,1.0451043652541654e-50
Inpp4b,2,113.86654990827503,1.8603629019308554e-26,2.6758968297150294e-26
Il15,2,419.5332844848467,1.3824366290545888e-91,3.5499091056857347e-91
Zfp330,2,185.57649903676602,6.272404501986928e-42,1.057650729332056e-41
Rnf150,2,8933.705295191525,0.0,0.0
Tbc1d9,2,2624.304543810178,0.0,0.0
Elmod2,2,79.4952376261715,5.571744392558846e-19,7.386217998294073e-19
Clgn,2,530.7943893428377,7.992195024310798e-115,2.3981881424837174e-114
Scoc,2,338.8658164222812,1.3665022350801477e-74,3.0570761464638876e-74
Ndufb7,2,131.24777958387378,3.203372248071315e-30,4.7881391524868774e-30
Tecr,2,836.3222790125216,1.703921665337881e-177,7.340967935918102e-177
Dnajb1,2,163.84499744769946,2.9590239273396517e-37,4.768701035589255e-37
Gipc1,2,223.1121495744481,5.648609598744626e-50,1.0271849101652878e-49
Pkn1,2,957.1234474291984,7.829102415387402e-202,3.839369213379873e-201
Ptger1,2,60.85874714915566,6.66916938273991e-15,8.443843498475063e-15
